Age,City,State,Age,Total Time,Gender
"» Benson, Rebecca (USA)",Chicago,IL,32,5:35:07,F
"» Ewing-Chow, Gianne (CAN)",Hillsboro Beach,FL,43,5:35:07,F
"» Gannon, Colleen (USA)",Iowa City,IA,20,5:35:08,F
"» Hasan, Hadieh (USA)",Hickory Hills,IL,49,5:35:08,F
"» Bessert, Rhonda (USA)",Peoria,IL,45,5:35:09,F
"» Lobban, Jennifer (USA)",Los Angeles,CA,41,5:35:09,F
"» Bielawski, Nancy (USA)",Chicago,IL,41,5:35:10,F
"» Valiente, Manola (GUA)",Guatemala,,32,5:35:10,F
"» Ortiz-Carbjal, Maria (USA)",Woodstock,IL,27,5:35:10,F
"» Kiser, Christine (USA)",Michigan City,IN,44,5:35:11,F
"» Skiest, Stefanie (USA)",Annapolis,MD,27,5:35:13,F
"» Barton, Patricia (USA)",North Aurora,IL,42,5:35:15,F
"» Felzkowski, Dawn (USA)",Athens,WI,47,5:35:17,F
"» Goodwin, Kimberly (USA)",Chicago,IL,21,5:35:17,F
"» Rivera, Adela (USA)",Mt. Holly,NJ,44,5:35:17,F
"» Blanco, Nadia (MON)",Actopan,Hidalgo,34,5:35:20,F
"» Ibarra, Lisa (USA)",Chicago,IL,50,5:35:20,F
"» Junearick, Andreakia (USA)",Chicago,IL,29,5:35:21,F
"» Charles-Jones, Donielle (USA)",Gardena,CA,47,5:35:21,F
"» Delheimer, Anna (USA)",Ottawa,IL,26,5:35:21,F
"» Le Garff, Gwenaelle (FRA)",Langueux,,45,5:35:21,F
"» Stipp, Lindsay (USA)",Pontiac,IL,25,5:35:22,F
"» Zullo, Nicole (USA)",Lexington,KY,28,5:35:22,F
"» Miles, Deborah (USA)",Lexington,KY,45,5:35:22,F
"» Manning, Jolene (USA)",Crystal Lake,IL,37,5:35:23,F
"» Wlodek, Amy (USA)",Cary,IL,53,5:35:23,F
"» Donathan, Nicolene (USA)",Glen Allen,VA,39,5:35:23,F
"» Selin, Noelle (USA)",Somerville,MA,37,5:35:23,F
"» Baranay, Melissa (USA)",Chicago,IL,28,5:35:25,F
"» Perez, Vanessa (USA)",Chicago,IL,31,5:35:25,F
"» Chen, Yufei (CHN)",Iowa City,IA,23,5:35:26,F
"» Rodwell, Merschon (USA)",Detroit,MI,35,5:35:26,F
"» Brooks, Elizabeth (USA)",Chicago Ridge,IL,25,5:35:26,F
"» Rhodes, Jennifer (GBR)",Southport,Merseyside,30,5:35:29,F
"» Mccoy, Kimberly (USA)",Cincinnati,OH,39,5:35:29,F
"» Noriega, Lauri (USA)",Elgin,IL,23,5:35:32,F
"» Tynan, Carlie (USA)",Montclair,NJ,26,5:35:32,F
"» Fancler, Peggy (USA)",Chicago,IL,65,5:35:33,F
"» Briggs, Sharon (USA)",St. Louis,MO,44,5:35:34,F
"» Bickers, Sarah (USA)",Chicago,IL,30,5:35:34,F
"» Mynarich, Erica (USA)",Loma Linda,MO,34,5:35:36,F
"» Walczak, Christine (USA)",Orland Park,IL,28,5:35:36,F
"» Hoffman, Jenna (USA)",Orland Park,IL,25,5:35:37,F
"» Johnson, Jennifer (USA)",Winchester,MA,44,5:35:38,F
"» Loughran, Katherine (USA)",Flushing,NY,48,5:35:38,F
"» Dyment, Luann (USA)",Fishers,IN,42,5:35:38,F
"» Mori, Grace (USA)",Seal Beach,CA,48,5:35:38,F
"» Werntz, Ashlee (USA)",Machesney Park,IL,33,5:35:39,F
"» Ling, Katrina (USA)",Manhattan Beach,CA,52,5:35:40,F
"» Buono, Maria (USA)",Norwalk,CT,49,5:35:40,F
"» Russell, Susie (USA)",Chicago,IL,36,5:35:40,F
"» Shepard, Dani (USA)",Chicago,IL,24,5:35:40,F
"» White, Linda (USA)",Rancho Cucamonga,CA,47,5:35:42,F
"» Lockhart, Milagros (USA)",Sugar Hill,GA,51,5:35:42,F
"» Cullen, Dianne (USA)",Grayslake,IL,59,5:35:43,F
"» Marek, Nicole (USA)",Chicago,IL,27,5:35:43,F
"» De Luna, Martha (USA)",Palos Park,IL,44,5:35:44,F
"» Toolis, Brittany (USA)",Chicago,IL,26,5:35:46,F
"» Glicklich, Carolyn (USA)",Brooklyn,NewYork,31,5:35:47,F
"» Soccio, Antonia (USA)",Matthews,NC,39,5:35:47,F
"» Hairston, Brooke (USA)",Chicago,IL,30,5:35:48,F
"» Cooper, Tina (CAN)",Ancaster,ON,54,5:35:49,F
"» Roop, Christina (USA)",Schererville,IN,39,5:35:50,F
"» Carter, De Anna (USA)",Chicago,IL,25,5:35:50,F
"» Silvey, Rebekah (USA)",Yorkville,IL,33,5:35:50,F
"» Cullen, Rachel (USA)",Downers Grove,IL,29,5:35:50,F
"» Mundzic, Alexa (USA)",Park Ridge,IL,22,5:35:52,F
"» Alexander, Elizabeth (USA)",Chicago,IL,29,5:35:53,F
"» Bruner, Susan (USA)",Ottawa,IL,45,5:35:55,F
"» Flaherty, Tricia (USA)",Overland Park,KS,27,5:35:55,F
"» Mejia, Yessenia (USA)",Carpentersville,IL,24,5:35:55,F
"» Rollita, Nitta (INA)",Jakarta,DKI Jakarta,46,5:35:55,F
"» Suse, Bridget (USA)",Bayside,NY,28,5:35:56,F
"» Park, Okhee (USA)",Buffalo Grove,IL,62,5:35:56,F
"» Faris, Jessica (USA)",Cincinnati,OH,33,5:35:56,F
"» Aschenbrenner, Rosi (GER)",Paderborn,,60,5:35:58,F
"» Gilgis, Amy (USA)",Boylston,MA,36,5:35:59,F
"» Leblanc-Marrone, Lynn (USA)",Holden,MA,57,5:36:00,F
"» Zhu, Meiting (CHN)",Beijing,Beijing,30,5:36:00,F
"» Raila, Sarah (USA)",Western Springs,IL,24,5:36:00,F
"» Rodriguez, Paulina (USA)",Chicago,IL,26,5:36:01,F
"» Ipema, Jonalee (USA)",Hammond,IN,24,5:36:03,F
"» Nyota, Isabelle (USA)",Roanoke,TX,47,5:36:04,F
"» Douglas, Shay (USA)",Lumberton,TX,34,5:36:04,F
"» Loupe, Shannon (USA)",Carrollton,TX,41,5:36:05,F
"» Laforce, Kaley (USA)",Chicago,IL,21,5:36:05,F
"» Perez, Bryana (USA)",Chicago,IL,31,5:36:06,F
"» Mcegan, Rachel (CAN)",Highland Park,IL,34,5:36:06,F
"» Montero Lopez, Paola (MEX)",Houston,TX,29,5:36:06,F
"» Ashby, Hollie (USA)",Remington,VA,28,5:36:06,F
"» Slaboski Wong, Kathryn (USA)",Chicago,IL,29,5:36:07,F
"» Aybar, Rosario (USA)",Chicago,IL,40,5:36:08,F
"» Troudt, Ellen (USA)",Jackson Heights,NY,34,5:36:09,F
"» Niemeyer, Janel (USA)",Chicago,IL,33,5:36:10,F
"» Velasco, Sandy (USA)",Campbellsport,WI,57,5:36:11,F
"» Eddy, Lauren (USA)",Dubuque,IA,20,5:36:11,F
"» Botte, Shannon (USA)",Lynn,MA,35,5:36:13,F
"» LaMonte, Ernestina (USA)",Joliet,IL,45,5:36:13,F
"» Dorado, Alicia (USA)",Bolingbrook,IL,36,5:36:14,F
"» Poindexter, Carla (USA)",Plainfield,IL,35,5:36:14,F
"» Nelson, Megan (USA)",Batavia,IL,41,5:36:15,F
"» Henderson, Ginger (USA)",Raymore,MO,41,5:36:17,F
"» Stotland, Alex (USA)",Gurnee,IL,24,5:36:18,F
"» Magyar, Tracy (USA)",Homer Glen,IL,44,5:36:18,F
"» Johanson, Darcy (USA)",Chicag0,IL,27,5:36:18,F
"» Thompson, Stephanie (USA)",Addison,TX,29,5:36:18,F
"» Bales, Melissa (USA)",Louisville,KY,32,5:36:19,F
"» Rivera, Katia (CRC)",San Jose,,46,5:36:19,F
"» Moquin, Sarah (USA)",Quincy,MA,32,5:36:20,F
"» Swiderski, Carla (USA)",Suamico,WI,51,5:36:21,F
"» Wellner, Sarah (USA)",Chicago,IL,24,5:36:23,F
"» Mclaughlin, Mary Catherine (USA)",Rockland,MA,48,5:36:23,F
"» Keough, Kelly (USA)",Naperville,IL,16,5:36:24,F
"» Martinez, Diana (USA)",Chicago,IL,28,5:36:25,F
"» Hammond, Susan (USA)",Irving,TX,52,5:36:25,F
"» Strand, Julie (USA)",Chicago,IL,30,5:36:25,F
"» Torres, Cecilia (USA)",Chicago,IL,39,5:36:26,F
"» Justice, Lindsay (USA)",Ada,MI,24,5:36:27,F
"» Flanagan, Amy (USA)",Castle Rock,CO,63,5:36:28,F
"» Ogden, Patti (USA)",Homewood,IL,52,5:36:29,F
"» Stein, Kerianne (USA)",New Hyde Park,NY,30,5:36:29,F
"» Medina, Vania (USA)",Plainfield,IL,28,5:36:29,F
"» Kay, Karen (USA)",Boonville,MO,55,5:36:29,F
"» Kay, Anna (USA)",Boonville,MO,23,5:36:30,F
"» Landau, Carrie (USA)",Frankfort,IL,42,5:36:30,F
"» Guen, Monica (USA)",Jamaica Plain,MA,30,5:36:30,F
"» Menge, Jennifer (USA)",Jamaica Plain,MA,29,5:36:30,F
"» Rush, Elizabeth (USA)",Carol Stream,IL,22,5:36:31,F
"» Anhut, Katelyn (USA)",Chicago,IL,29,5:36:31,F
"» Anichini, Jane (USA)",Chicago,IL,33,5:36:32,F
"» Kreider, Elizabeth (USA)",Chicago,IL,37,5:36:33,F
"» Baumbach, Emma (USA)",Sudbury,MA,20,5:36:33,F
"» Glasser, Sarah (USA)",Chicago,IL,26,5:36:34,F
"» Cameron, Nicholette (USA)",Chicago,IL,24,5:36:34,F
"» Gomez, Leslie (USA)",San Ramon,CA,25,5:36:35,F
"» Fitzgerald, Michelle (USA)",Berwyn,IL,32,5:36:37,F
"» Brzosko, Anna (USA)",Elk Grove Village,IL,38,5:36:37,F
"» Piper, Jackie (USA)",Dubuque,IA,22,5:36:37,F
"» Freeman, Emily (USA)",Chicago,IL,25,5:36:37,F
"» Alvi, Saadia (USA)",Chicago,IL,36,5:36:37,F
"» Monaghan, Megan (USA)",Denver,CO,31,5:36:37,F
"» Garrard, Nicole (USA)",Cary,IL,32,5:36:38,F
"» Obrien, Loan (USA)",Baytown,TX,42,5:36:38,F
"» Chavez, Kimberly (USA)",Chicago,IL,41,5:36:39,F
"» Summerhays, Krissie (USA)",Cottonwood Heights,UT,41,5:36:40,F
"» Mulroy, Julia (USA)",Bethesda,MD,21,5:36:40,F
"» Farrell, Elizabeth (USA)",Lynbrook,NY,64,5:36:41,F
"» Johnson, Laura (USA)",Elgin,IL,43,5:36:41,F
"» Campbell, Karen (USA)",Brighton,MA,24,5:36:42,F
"» Pertsovski, Katrine (USA)",New York,NY,29,5:36:43,F
"» Demrow, Shannon (USA)",Chicago,IL,27,5:36:43,F
"» Jochimsen, Kate (USA)",Lexington,KY,29,5:36:44,F
"» Lancaster, Shelia (USA)",Fayetteville,NC,45,5:36:44,F
"» Mukunyadzi, Martha (USA)",Little Rock,AR,52,5:36:45,F
"» Villarreal, Elizabeth (USA)",Byron,IL,33,5:36:45,F
"» Chorba, Clare (USA)",Evanston,IL,35,5:36:48,F
"» Franks, Valetta (USA)",Quincy,IL,59,5:36:50,F
"» Hendrickson, Olga (USA)",Franktown,CO,54,5:36:51,F
"» Bossi, Melba (USA)",Chicago,IL,45,5:36:51,F
"» Shaheen, Enas (USA)",Bay Village,OH,26,5:36:52,F
"» Christian, Kimmie (USA)",Murfreesboro,TN,45,5:36:52,F
"» Sandler, Stacy (USA)",Hopkins,MN,50,5:36:53,F
"» Fortgang, Aria (USA)",Kingsland,GA,40,5:36:55,F
"» Jerome, Jessica (USA)",Park City,UT,29,5:36:57,F
"» Hoekje, Carol (USA)",Lambertville,NJ,65,5:36:57,F
"» Mcgowan, Lauren (USA)",Plymouth,WI,33,5:37:00,F
"» Halks, Amanda (USA)",Elkridge,MD,31,5:37:00,F
"» Galvez, Sonia (USA)",Cicero,IL,29,5:37:00,F
"» Dutra, Ana (USA)",Northfield,IL,52,5:37:02,F
"» Mondragon, Rocio (USA)",Addison,IL,41,5:37:03,F
"» Schroeder, Lauren (USA)",Chicago,IL,27,5:37:04,F
"» Pedersen, Carrie (USA)",Houston,TX,49,5:37:04,F
"» Schroeder, Kelly (USA)",Chicago,IL,26,5:37:04,F
"» Gussie, Jessica (USA)",Marion,IA,40,5:37:05,F
"» Hogan, Jamie (USA)",Champaign,IL,39,5:37:05,F
"» Lam, Dorothy (USA)",Chicago,IL,39,5:37:05,F
"» Brown, Kristen (USA)",Rehoboth,MA,39,5:37:06,F
"» Morris, Jenny (USA)",Chicago,IL,30,5:37:07,F
"» Atkins, Anna (USA)",Saint Charles,IL,36,5:37:07,F
"» Foster, Molly (USA)",Westwood,MA,25,5:37:07,F
"» Fairchild, Lee (USA)",Melbourne,FL,27,5:37:08,F
"» Freitas, Luzianne (BRA)",Manaus,Amazonas,37,5:37:09,F
"» Hughes, Jessica (USA)",Caseyville,IL,36,5:37:09,F
"» Huang, Mary (USA)",Brooklyn,NY,28,5:37:09,F
"» Stebbins, Monica (USA)",Billerica,MA,44,5:37:09,F
"» Campbell, Nikkis (USA)",Fayetteville,NC,42,5:37:09,F
"» Benjamin, Debra (USA)",Saint Charles,IL,62,5:37:10,F
"» Donovan, Sara (USA)",Hinsdale,IL,70,5:37:10,F
"» Sessoms, Kimberly (USA)",Raleigh,NC,48,5:37:11,F
"» Korwitts, Kayte (USA)",Oakland,CA,39,5:37:11,F
"» Molina, Evelyn (USA)",Jackson Heights,NY,35,5:37:12,F
"» Fosado, Maria Del Rocio (MEX)",Coatzacoalcos,Verac...,21,5:37:12,F
"» Choi, Nancy (USA)",Chicago,IL,36,5:37:12,F
"» Galland Cantillo, Maria Del Rocio (MEX)",Coatzacoalcos,Verac...,49,5:37:13,F
"» Tanzer, Kelly (USA)",Omaha,NE,36,5:37:15,F
"» Martin, Olivia (USA)",Whiting,IN,42,5:37:15,F
"» Moders, Chloe (USA)",Algonquin,IL,19,5:37:16,F
"» Nelson, Caitlin (USA)",Mokena,IL,19,5:37:16,F
"» Porretta, Sarah (USA)",Chicago,IL,46,5:37:17,F
"» Newman, Jennifer (CAN)",Ingersoll,ON,42,5:37:18,F
"» Rosich-Schwartz, Damaris (USA)",Doral,FL,41,5:37:20,F
"» Bryan, Elisabeth (USA)",Denver,CO,25,5:37:20,F
"» Walker, Doretha (USA)",Mt. Pleasant,SC,55,5:37:21,F
"» Short, Leena (USA)",Kentwood,MI,45,5:37:21,F
"» Das, Maitreyee (IND)",Naperville,IL,37,5:37:21,F
"» Scholten, Tamara (USA)",Grand Rapids,MI,55,5:37:21,F
"» Numata, Carrie (USA)",Seattle,WA,37,5:37:22,F
"» Nigro, Laura (USA)",Norridge,IL,51,5:37:22,F
"» Ferguson, Judy (USA)",El Reno,OK,44,5:37:23,F
"» Bucaro, Cindy (USA)",Chicago,IL,34,5:37:23,F
"» Rittenburg, Alyssa (USA)",Baltimore,MD,30,5:37:24,F
"» Mcguire, Erin (USA)",Chicago,IL,52,5:37:24,F
"» Smith, Nia (USA)",Brooklyn,NY,31,5:37:26,F
"» Kattan, Lara (USA)",Chicago,IL,28,5:37:27,F
"» Hahn, Rebecca (USA)",Orlando,FL,30,5:37:29,F
"» Hahn, Jeanna (USA)",Schuylkill Haven,PA,46,5:37:29,F
"» Citta, Adrienne (USA)",Ottawa,IL,28,5:37:34,F
"» Grizzle, Racquel (USA)",Pittsburgh,PA,43,5:37:36,F
"» Wong, Samantha (USA)",Cupertino,CA,26,5:37:36,F
"» Kurtz, Susan (USA)",Atlanta,GA,48,5:37:37,F
"» Jasper, Kate (CAN)",Goderich,ON,35,5:37:38,F
"» Vega, Mariali (USA)",San Juan,PR,44,5:37:39,F
"» Ng, Vivian (USA)",Oakland Gardens,NY,26,5:37:39,F
"» Witherspoon, Susan (USA)",Saint Charles,IL,46,5:37:39,F
"» Martin, Joyce (USA)",East Lansing,MI,42,5:37:39,F
"» Clark, Laura (USA)",Wheaton,IL,22,5:37:40,F
"» Kobbermann, Anne (USA)",Lenexa,KS,37,5:37:40,F
"» Frantz, Rebecca (USA)",Wellman,IA,18,5:37:40,F
"» Beary, Alice (USA)",Effingham,IL,64,5:37:40,F
"» Maislin, Priscilla (MEX)",Queretaro,QUERET...,36,5:37:45,F
"» Hancock, Amanda (USA)",Sanford,FL,27,5:37:46,F
"» Leon, Itzel (MEX)",Queretaro,Queretaro,40,5:37:46,F
"» Meade, Carol (USA)",Newhall,IA,50,5:37:47,F
"» Scholet, Michelle (USA)",New Port Richey,FL,47,5:37:48,F
"» Kosinski, Megan (USA)",Chicago,IL,26,5:37:49,F
"» Moeykens, Sharon (USA)",Arlington Heights,IL,41,5:37:50,F
"» Absher, Darla (USA)",Elgin,TX,41,5:37:50,F
"» Altman, Cynthia (USA)",Park Ridge,IL,55,5:37:51,F
"» Velasco, Jannette (USA)",San Diego,CA,42,5:37:51,F
"» Parlee, Allison (USA)",Lawndale,CA,37,5:37:51,F
"» Vuksan, Marissa (USA)",Arlington Heights,IL,26,5:37:51,F
"» Grabowski, Jamie (USA)",Escanaba,MI,26,5:37:51,F
"» Sechowski, Megan (USA)",Chicago,IL,37,5:37:51,F
"» Engelhardt, Lauren (USA)",Arlington Heights Rd,IL,26,5:37:51,F
"» Melville, Carol (USA)",Peabody,MA,55,5:37:51,F
"» Sroufek, Jessica (USA)",Geneva,IL,36,5:37:51,F
"» Goschke, Sabine (GER)",Senden,,49,5:37:52,F
"» Martinez, Rowena (USA)",Bolingbrook,IL,48,5:37:52,F
"» Rechtzigel, Deanna (USA)",Las Vegas,NV,43,5:37:52,F
"» Dimalanta, Rubirosa (USA)",Roselle,IL,51,5:37:52,F
"» Chidley, Evan (USA)",Des Moines,IA,21,5:37:54,F
"» Caliri, Elizabeth (USA)",Marblehead,MA,54,5:37:55,F
"» Walsh, Maria (USA)",Chicago,IL,23,5:37:56,F
"» Idrissi, Virginia (USA)",Annandale,VA,41,5:37:56,F
"» Budack, Ann (USA)",Crown Point,IN,44,5:37:57,F
"» Olson, Katrina (USA)",Oak Park,IL,29,5:37:57,F
"» Quick, Natalie (USA)",Edmond,OK,31,5:37:58,F
"» Frank, Stephanie (USA)",Methuen,MA,24,5:38:00,F
"» Celestin, Tamika (USA)",Upper Marlboro,MD,39,5:38:01,F
"» Wiesman, Tera (USA)",Stratford,WI,32,5:38:01,F
"» Swensen, Holly (USA)",Stratford,WI,29,5:38:02,F
"» Hickey, Ryan (USA)",New York,NY,37,5:38:03,F
"» Pichardo, Heidy (USA)",Chicago,IL,29,5:38:03,F
"» Ventura, Jill (USA)",Flower Mound,TX,50,5:38:04,F
"» Stanley, Ivorie (USA)",Chicago,IL,33,5:38:04,F
"» Kranz, Kirsten (USA)",Skokie,IL,27,5:38:04,F
"» Schroter, Christine (USA)",Cary,NC,50,5:38:06,F
"» Wall, Erin (USA)",Mississauga,ON,40,5:38:07,F
"» Wakabayashi, Hiromi (JPN)",Saitama-Shi Urawa-Ku...,,48,5:38:08,F
"» Pfaff, Brittany (USA)",Wheaton,IL,22,5:38:08,F
"» Pestel, Lynette (USA)",Lisle,IL,42,5:38:09,F
"» Bautista, Maria (MEX)",Cdmx,Mexico,23,5:38:09,F
"» Macrowskii, Sarah (USA)",Chicago,IL,28,5:38:11,F
"» Brunet, Ellen (USA)",Parish,NY,55,5:38:12,F
"» Hatlen, Kaaren (USA)",Chicago,IL,25,5:38:12,F
"» Van Heemst, April (USA)",Kankakee,IL,44,5:38:12,F
"» Duenas, Rocio (USA)",Chicago,IL,35,5:38:12,F
"» Tower, Katherine (USA)",Chgo,IL,56,5:38:14,F
"» Ayala, Gelique (USA)",Oak Lawn,IL,20,5:38:16,F
"» Shartzer, Sarah (USA)",Louisville,KY,36,5:38:16,F
"» Magosse, Veronique (BEL)",Sint Denijs Westrem,,50,5:38:16,F
"» Maupin, Cynthia (USA)",Athens,GA,27,5:38:17,F
"» Beck, Heather (USA)",Carol Stream,IL,41,5:38:17,F
"» Levey, Emily (USA)",Chevy Chase,MD,34,5:38:18,F
"» Plain, Gerri (USA)",Huntsville,AL,48,5:38:21,F
"» Perrin, Allison (USA)",Chicago,IL,28,5:38:26,F
"» Banoub, Christin (EGY)",Chicago,IL,23,5:38:27,F
"» Pfieffer, Carlee (USA)",Chicago,IL,33,5:38:31,F
"» Gromek, Joanna (USA)",Chicago,IL,35,5:38:31,F
"» Hafer, Bobbi (USA)",Johnsburg,IL,54,5:38:32,F
"» Barnes, Alaina (USA)",Atlanta,GA,28,5:38:32,F
"» Targun, Megan (USA)",Chicago,IL,29,5:38:34,F
"» Wynne, Ashley (USA)",Woodruff,SC,29,5:38:36,F
"» Wawrzonek, Justyna (USA)",Farmington,CT,26,5:38:37,F
"» Ramirez Padilla, Sugey (CRC)",San Jose,,39,5:38:39,F
"» Felde, Lauren (USA)",Huntley,IL,34,5:38:42,F
"» Velazquez, Noemi (USA)",Las Piedras,,49,5:38:43,F
"» O'Brien, Kelly (USA)",Chicago,IL,49,5:38:43,F
"» Reid, Shelly (USA)",Elkhorn,WI,46,5:38:44,F
"» Keane, Emily (USA)",Charlotte,NC,28,5:38:44,F
"» Jones, Jill (USA)",Fishers,IN,37,5:38:45,F
"» Tao, Dandan (CHN)",Urbana,IL,26,5:38:45,F
"» Olson, Cresta (USA)",Escondido,CA,43,5:38:45,F
"» Park, Julie (USA)",Northbrook,IL,32,5:38:47,F
"» Shoker, Rajvir (USA)",Carol Stream,IL,30,5:38:47,F
"» Leyden, Joyce (IRL)",Clane,Kildare,31,5:38:48,F
"» Morin, Joanne (CAN)",Wainfleet,ON,26,5:38:49,F
"» Gonzalez, Brenda (USA)",Melrose Park,IL,28,5:38:50,F
"» Cordero, Marianella (CRC)",San Jose,,39,5:38:51,F
"» Clark, Tammy (USA)",Chicago,IL,32,5:38:51,F
"» Getty, Jessica (USA)",Winthrop,MA,27,5:38:51,F
"» Burris, Jennifer (USA)",Antioch,IL,37,5:38:53,F
"» Huezo, Rosenda (USA)",Chicago,IL,40,5:38:54,F
"» Pickard, Rosanne (USA)",Baldwinsville,NY,52,5:38:54,F
"» Cybulski, Jessica (USA)",Chicago,IL,31,5:38:55,F
"» Ruiz, Luz (USA)",El Paso,TX,45,5:38:56,F
"» Steward, Karen (USA)",Houston,TX,45,5:38:56,F
"» Morrison, Sara (CAN)",London,ON,57,5:38:59,F
"» Tibi-Scherl, Leila (USA)",Waterford,NY,39,5:39:00,F
"» Stahl Fajardo, Alyssa (USA)",Chicago,IL,46,5:39:01,F
"» Mesler, Amanda (USA)",Katy,TX,52,5:39:01,F
"» Mchenry, Melissa (USA)",Zionsville,IN,45,5:39:02,F
"» Takahashi, Reiko (JPN)",Chicago,IL,53,5:39:02,F
"» Douglas, Janie (USA)",Atlanta,GA,50,5:39:02,F
"» Macleod, Tara (IRL)",Granger,IN,46,5:39:03,F
"» Valera Uriostegui, Monica Heidy (MEX)",Mexico,DF,43,5:39:03,F
"» Huttel, Maureen (USA)",Encinitas,CA,54,5:39:03,F
"» Nava, Yasmin (USA)",Sunrise,FL,44,5:39:03,F
"» Sun, Qi (CHN)",Beijing,Beijing,38,5:39:05,F
"» Sherman, Sydney (USA)",Chicago,IL,25,5:39:05,F
"» Bates, Rebekah (USA)",Whitesburg,KY,26,5:39:07,F
"» Hathaway-Casey, Moriah (USA)",Chicago,IL,29,5:39:08,F
"» Aliberti, Erin (USA)",West Dennis,MA,35,5:39:08,F
"» Esparza, Janice (USA)",Menifee,CA,28,5:39:08,F
"» Cooke, Barbara (USA)",Long Grove,IL,64,5:39:08,F
"» Escobar, Andrea (USA)",Oak Park,IL,26,5:39:08,F
"» Bosen, Tina (USA)",Alpharetta,GA,51,5:39:09,F
"» Zarling, Megan (USA)",Chicago,IL,33,5:39:10,F
"» Romine, Jessica (USA)",La Porte,IN,40,5:39:13,F
"» Garcia, Julie (USA)",Forest Park,IL,46,5:39:14,F
"» Enriquez, Maria (USA)",Plainfield,IL,40,5:39:16,F
"» Jones Bronson, Anna (USA)",Brentwood,TN,34,5:39:17,F
"» Rubin, Janice (USA)",Napercille,IL,58,5:39:17,F
"» Jiu, Zejin (CHN)",New York,NY,24,5:39:18,F
"» Jahnke, Sarah (USA)",Ann Arbor,MI,22,5:39:20,F
"» Moran, Carol (GBR)",Feltham,Middlesex,52,5:39:22,F
"» Miller, Lara (USA)",Chicago,IL,36,5:39:23,F
"» Colavincenzo, Maria (USA)",Chicago,IL,40,5:39:24,F
"» Bello, Danielle (USA)",Chicago,IL,27,5:39:25,F
"» Lebeau, Nicole (USA)",Chicago,IL,38,5:39:25,F
"» Wood, Rebecca (USA)",Prospect Heights,IL,39,5:39:29,F
"» Munguia, Sara (USA)",Palos Heights,IL,39,5:39:31,F
"» Ramirez, Stephanie (USA)",Stockton,CA,43,5:39:31,F
"» Le Gal Ferdinand, Elise (FRA)",Chicago,IL,28,5:39:31,F
"» Nunez, Wendy (MEX)",Chicago,IL,17,5:39:32,F
"» Laughlin, Lulu (USA)",Chicago,IL,38,5:39:32,F
"» Rellinger, Kimberly (USA)",Chicago,IL,49,5:39:32,F
"» Dornback, Jacqueline (USA)",Park Ridge,IL,53,5:39:32,F
"» Hale, Jennifer (USA)",Homewood,AL,48,5:39:33,F
"» Bradshaw, Amy (USA)",Madison,WI,43,5:39:34,F
"» Freedberg, Lisa (USA)",Denver,CO,43,5:39:34,F
"» Chavez, Yeida (USA)",Chicago,IL,41,5:39:36,F
"» Meyer, Ashley (USA)",Sandwich,IL,26,5:39:37,F
"» Gonzalez, Laura (DOM)",Santo Domingo,Distrito...,34,5:39:38,F
"» Zimmerman, Amy (USA)",Crown Point,IN,44,5:39:38,F
"» Sarson, Shelley (USA)",Chicago,IL,43,5:39:39,F
"» Palma, Trisha (USA)",Chicago,IL,42,5:39:39,F
"» De Haven, Johanna (USA)",Sycamore,IL,25,5:39:39,F
"» Cramer, Heather (USA)",Fort Mill,SC,44,5:39:40,F
"» Sloan, Wendy (USA)",Las Vegas,NV,27,5:39:43,F
"» Holmstrom, Shelly (USA)",Tampa,FL,44,5:39:45,F
"» Norris, Annie (USA)",Chicago,IL,30,5:39:46,F
"» Schotka-Johnson, Linda (USA)",Deerfield,IL,60,5:39:46,F
"» Mzite, Ruwarashe (RSA)",Highway Gardens,Ger...,37,5:39:47,F
"» Kanani, Ami (USA)",Pacifica,CA,38,5:39:47,F
"» Igram, Salma (USA)",Cedar Rapids,IA,57,5:39:47,F
"» Escobar, Martha (MEX)",Benito Juarez,Distrito...,40,5:39:48,F
"» Culbreth, Maya (USA)",Joliet,IL,41,5:39:48,F
"» Hennessy, Rebecca (USA)",Eden Prairie,MN,47,5:39:48,F
"» Bissing, Mary Kay (USA)",Lake Forest,IL,63,5:39:49,F
"» Salazar, Lola (USA)",Denver,CO,53,5:39:52,F
"» Quintana, Mariela (USA)",Chicago,IL,25,5:39:52,F
"» Stefanich, Kelly (USA)",Oak Creek,WI,49,5:39:53,F
"» Dudash, Carly (USA)",Orlando,FL,36,5:39:54,F
"» Oidov, Badamkhand (MGL)",Park Ridge,IL,21,5:39:54,F
"» Black-Will, Kate (USA)",Salt Lake City,UT,34,5:39:54,F
"» Hill, Colette (USA)",New Orleans,LA,34,5:39:55,F
"» Thomas, Sabrina (USA)",Lithonia,GA,60,5:39:56,F
"» Navin, Nora (USA)",Chicago,IL,48,5:40:00,F
"» Sinkovitz, Hallie (USA)",Crystal Lake,IL,28,5:40:02,F
"» Menconi, Caitlin (USA)",Chicago,IL,27,5:40:03,F
"» Sanchez, Nancy (USA)",Chicago,IL,37,5:40:03,F
"» Kim, Ellen (USA)",Burke,VA,20,5:40:04,F
"» Pinker York, Jennifer (USA)",Spring Hill,KS,39,5:40:05,F
"» Patel, Takshaka (USA)",Hanover Park,IL,22,5:40:05,F
"» Clark, January (USA)",Los Angeles,CA,35,5:40:05,F
